,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,oe_constraint,potential_issue,deck_risk,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
12,-0.07288739364582011,0.15964974104317534,-0.09100878835786193,-0.04523740296014261,-0.041129973316791184,-0.03959154121487959,-0.03649126411154378,-0.03408355478351439,-0.03447085146093554,-0.033998449407358224,-0.05056151040099934,-0.0451243085313366,0.1793206978919042,0.1676740835818815,-0.05060851544042094,0.018819969800248457,1,1,0,0,1,0
13,-0.07249229010518694,-0.18786785840674744,-0.09100878835786193,-0.04574377395957888,-0.04142131002401623,-0.03984186269753566,-0.03529988767367591,-0.03375306540971714,-0.03413134039473836,-0.0337480093577674,-0.051040175523124544,-0.0451243085313366,0.1667126989968946,0.14595062714800516,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
15,-0.07110942771297084,0.15964974104317534,-0.09100878835786193,-0.0383169993011802,-0.03780041094850498,-0.036838004905662775,-0.03321497890740715,-0.03168750682348439,-0.032391346180477856,-0.032106235699338695,-0.0438601986912465,-0.0451243085313366,0.11691110336160665,0.10114599825313521,-0.05060851544042094,0.018819969800248457,1,1,0,0,1,0
17,-0.07288739364582011,1.723478938567828,-0.09100878835786193,-0.04523740296014261,-0.04121321237599834,-0.039702795207171175,-0.03678910822101074,-0.03433142181386231,-0.03468304587730876,-0.03413758276824201,-0.051040175523124544,-0.0451243085313366,0.16103909949414028,0.1507026332429156,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
18,-0.07091187594265425,-1.230420656756516,-0.09100878835786193,-0.04321191896239751,-0.03875766012938727,-0.03722739387868334,-0.03410851123580805,-0.03193537385383232,-0.03247622394702715,-0.03218971571586897,-0.04960418015674894,-0.0451243085313366,0.11691110336160665,0.10114599825313521,-0.05060851544042094,0.018819969800248457,1,1,0,1,1,0
19,-0.07288739364582011,0.15964974104317534,-0.09100878835786193,-0.04540619329328803,-0.04121321237599834,-0.039619354712952484,-0.03619342000207681,-0.03400093244006507,-0.03447085146093554,-0.034026276079534984,-0.051040175523124544,-0.0451243085313366,0.16986469872064697,0.15952778741917786,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
20,-0.07091187594265425,0.8546849399430209,-0.0894892372887099,-0.028864740645036434,-0.028977070672546554,-0.028744276966449735,-0.02219474685712939,-0.021855447953016475,-0.023648936225900696,-0.02567827442650764,-0.03715888698149365,-0.0451243085313366,0.17616869816815175,0.1602066454327365,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
21,-0.07249229010518694,0.15964974104317534,-0.09100878835786193,-0.044815427127279046,-0.0409218756687733,-0.0394524737245151,-0.03589557589260984,-0.033835687753166456,-0.034088901511463716,-0.033608875996883614,-0.051040175523124544,-0.0451243085313366,0.16860389883114602,0.15613349735138468,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
22,-0.05155180245162879,-0.7091442575816316,-0.04086360307584505,0.011982519976156288,0.005733617016837093,0.004687547717172523,0.013844390388373535,0.013011180982592426,0.005167065517584219,0.0014527309458312228,0.0332048859709112,-0.0451243085313366,0.14275750109637633,0.13237346687683244,-0.05060851544042094,0.018819969800248457,1,1,0,0,1,0
23,-0.07209718656455377,0.15964974104317534,-0.09100878835786193,-0.04532179812671532,-0.040838636609566145,-0.03931340623415062,-0.03678910822101074,-0.03400093244006507,-0.03438597369438624,-0.03366452934123713,-0.05008284527887414,-0.0451243085313366,0.1793206978919042,0.16835294159544015,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
24,-0.07229473833487035,0.15964974104317534,-0.09100878835786193,-0.013082844495939246,-0.02535617159703531,-0.029105852441397396,-0.03500204356420894,-0.033257331349021285,-0.0336220737954426,-0.03327495593076252,-0.051040175523124544,-0.0451243085313366,0.14843110059913064,0.13644661495818425,-0.05060851544042094,0.018819969800248457,1,0,1,1,1,0
26,-0.07209718656455377,0.15964974104317534,-0.08645013515040585,-0.04169280596408869,-0.03946519213264808,-0.03786710433435997,-0.03232144657900625,-0.03135701744968715,-0.032094273997555336,-0.03180014230539436,-0.04864684991249853,-0.0451243085313366,0.1786902979471537,0.1676740835818815,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
27,-0.06814615115822205,-0.882903057306593,-0.09100878835786193,-0.04574377395957888,-0.041462929553619805,-0.03986967619560856,-0.03678910822101074,-0.03433142181386231,-0.03472548476058341,-0.034221062784772285,-0.05056151040099934,-0.0451243085313366,0.1667126989968946,0.14934491721579832,-0.05060851544042094,0.018819969800248457,1,0,1,0,1,0
28,-0.07249229010518694,0.15964974104317534,-0.09100878835786193,-0.04574377395957888,-0.041462929553619805,-0.03986967619560856,-0.03678910822101074,-0.03433142181386231,-0.03472548476058341,-0.034221062784772285,-0.05056151040099934,-0.0451243085313366,0.13897510142787345,0.12558488674124607,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
29,-0.07288739364582011,0.15964974104317534,-0.09100878835786193,-0.03797941863488936,-0.03763393283009068,-0.03731083437290203,-0.03678910822101074,-0.03433142181386231,-0.03472548476058341,-0.034221062784772285,-0.0443388638133717,-0.0451243085313366,0.1667126989968946,0.14595062714800516,-0.05060851544042094,0.018819969800248457,1,1,0,0,1,0
30,-0.07229473833487035,0.15964974104317534,-0.0894892372887099,-0.044393451294415485,-0.04046406084313395,-0.03897964425727585,-0.03649126411154378,-0.03400093244006507,-0.03387670709509048,-0.03341408929164631,-0.05008284527887414,-0.0451243085313366,0.16734309894164504,0.15477578132426742,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
31,-0.07268984187550352,0.15964974104317534,-0.09100878835786193,-0.04574377395957888,-0.041462929553619805,-0.03986967619560856,-0.03649126411154378,-0.034248799470413004,-0.03468304587730876,-0.034193236112595525,-0.05056151040099934,-0.0451243085313366,0.17995109783665464,0.16835294159544015,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
32,-0.07229473833487035,0.15964974104317534,-0.09100878835786193,-0.04523740296014261,-0.04104673425758403,-0.0394524737245151,-0.03589557589260984,-0.033835687753166456,-0.0342586570445623,-0.03377583602994416,-0.05008284527887414,-0.0451243085313366,0.17805989800240318,0.1676740835818815,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
33,-0.0730849454161367,0.15964974104317534,-0.09100878835786193,-0.04464663679413362,-0.04058891943194468,-0.03917433874378613,-0.03649126411154378,-0.033918310096615764,-0.03430109592783695,-0.03377583602994416,-0.051040175523124544,-0.0451243085313366,0.17995109783665464,0.16903179960899875,-0.0240849828538751,0.018819969800248457,1,1,1,0,1,0
34,-0.07229473833487035,-0.882903057306593,-0.09100878835786193,-0.04574377395957888,-0.04142131002401623,-0.039786235701389866,-0.03619342000207681,-0.034166177126963695,-0.03442841257766089,-0.034026276079534984,-0.051040175523124544,-0.0451243085313366,0.17805989800240318,0.16427979351408833,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
35,-0.07249229010518694,0.15964974104317534,-0.08796968621955788,-0.04160841079751598,-0.03792526953731572,-0.0366154969210796,-0.03321497890740715,-0.03135701744968715,-0.032221590647379277,-0.03188362232192463,-0.045296194057622106,-0.0451243085313366,0.17679909811290226,0.16631636755476423,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
36,-0.07209718656455377,0.15964974104317534,-0.09100878835786193,-0.04456224162756091,-0.04029758272471964,-0.039090898249567435,-0.03529988767367591,-0.0334225760359199,-0.03285817389649897,-0.032857555848111154,-0.051040175523124544,-0.0451243085313366,0.16860389883114602,0.14730834317512242,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
37,-0.07288739364582011,0.8546849399430209,-0.09100878835786193,-0.045068612626997184,-0.040838636609566145,-0.03922996573993193,-0.03678910822101074,-0.03433142181386231,-0.03468304587730876,-0.03416540944041877,-0.051040175523124544,-0.0451243085313366,0.1629302993283917,0.15477578132426742,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
38,-0.07288739364582011,-0.5353854578566702,-0.09100878835786193,0.0555304259276758,0.04593808261389297,0.0435708180230826,-0.03678910822101074,-0.03433142181386231,-0.03472548476058341,-0.034221062784772285,0.40799967659494524,-0.0451243085313366,0.1629302993283917,0.1540969233107088,-0.05060851544042094,0.018819969800248457,1,1,1,1,1,0
39,-0.0703192206317045,0.15964974104317534,-0.09100878835786193,-0.04456224162756091,-0.04058891943194468,-0.038896203763057156,-0.03500204356420894,-0.03317470900557197,-0.033579634912167956,-0.0330245158811717,-0.049125515034623736,-0.0451243085313366,0.15851749971513834,0.1445929111208879,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
40,0.08278340136364991,2.592272937192635,0.703716420808648,0.055361635594530376,0.04406520378173198,0.02974750948085277,0.1574052511514513,0.05457021973759545,0.018789947048745717,0.01859396100671403,0.1701031108987193,-0.0451243085313366,0.1755382982234013,0.16156436145985378,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
41,-0.07288739364582011,-0.882903057306593,-0.0894892372887099,-0.04557498362643345,-0.04125483190560192,-0.03967498170909828,-0.03649126411154378,-0.034166177126963695,-0.034513290344210176,-0.03391496939082795,-0.051040175523124544,-0.0451243085313366,0.17805989800240318,0.1676740835818815,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
42,-0.07268984187550352,0.8546849399430209,-0.09100878835786193,-0.04540619329328803,-0.04121321237599834,-0.03964716821102538,-0.03649126411154378,-0.03408355478351439,-0.034343534811111597,-0.03391496939082795,-0.051040175523124544,-0.0451243085313366,0.152843900212384,0.14730834317512242,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
43,-0.06775104761758886,-0.7091442575816316,-0.09100878835786193,-0.04051127363207072,-0.035136761053876024,-0.033305690650404854,-0.02874731726540265,-0.029621948237251634,-0.029505502117801903,-0.02896182174336506,-0.04625352430187252,-0.0451243085313366,0.17427749833390035,0.16292207748697105,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
44,-0.07229473833487035,0.15964974104317534,-0.09100878835786193,-0.04574377395957888,-0.041462929553619805,-0.03986967619560856,-0.03678910822101074,-0.03433142181386231,-0.03468304587730876,-0.034193236112595525,-0.05056151040099934,-0.0451243085313366,0.1692342987758965,0.15884892940561923,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
45,-0.07130697948328743,-0.7091442575816316,-0.09100878835786193,-0.0396673219663436,-0.036968020356433436,-0.036198294449986144,-0.03321497890740715,-0.02896096948965715,-0.030990863032414526,-0.03060359540179377,-0.035722891615118046,-0.0451243085313366,0.14275750109637633,0.13237346687683244,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
46,-0.07091187594265425,0.15964974104317534,-0.09100878835786193,-0.0383169993011802,-0.03580267352753327,-0.035085754527070266,-0.03172575836007231,-0.030200304641396804,-0.03026940201674554,-0.029880101925198067,-0.04003087771424487,-0.0451243085313366,0.13267110198036866,0.12219059667345292,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
47,-0.07249229010518694,-0.882903057306593,-0.09100878835786193,-0.0396673219663436,-0.035469717290704646,-0.03386196061186279,-0.024279655623398157,-0.029704570580700945,-0.031966957347731396,-0.03199492901063166,-0.051040175523124544,-0.0451243085313366,0.1793206978919042,0.1676740835818815,-0.05060851544042094,0.018819969800248457,1,0,1,0,1,0
48,-0.09303767421811192,0.15964974104317534,-0.09100878835786193,-0.02759881314644575,-0.03180719868558982,-0.03199845624097869,-0.03649126411154378,-0.03317470900557197,-0.031712324048083516,-0.0305201153852635,-0.029500245027490404,-0.0451243085313366,0.14843110059913064,0.13237346687683244,2.654791808387255,0.018819969800248457,1,1,1,0,1,0
49,-0.07249229010518694,0.33340854076813675,-0.09100878835786193,-0.04574377395957888,-0.04142131002401623,-0.03984186269753566,-0.03678910822101074,-0.03433142181386231,-0.03468304587730876,-0.03410975609606525,-0.051040175523124544,-0.0451243085313366,0.13897510142787345,0.12897917680903925,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
50,-0.07189963479423718,1.5497201388428665,-0.09100878835786193,-0.04000490263263445,-0.038008508596522876,-0.03672675091337119,-0.03559773178314288,-0.03284421963177473,-0.0324337850637525,-0.031911448994101387,-0.03811621722574406,-0.0451243085313366,0.15851749971513834,0.1445929111208879,-0.05060851544042094,0.018819969800248457,1,0,0,0,1,0
51,-0.07288739364582011,0.15964974104317534,-0.09100878835786193,-0.04363389479526107,-0.039798148369476705,-0.03833993380159922,-0.03381066712634108,-0.03210061854073094,-0.03281573501322432,-0.03252363578199006,-0.051040175523124544,-0.03984795540315717,0.13834470148312297,0.13984090502597743,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
52,-0.07288739364582011,-0.5353854578566702,-0.09100878835786193,-0.04371828996183379,-0.04000624601749459,-0.03859025528425529,-0.030236537812737482,-0.03210061854073094,-0.032773296129949676,-0.032857555848111154,-0.05008284527887414,-0.043013767280064834,0.16986469872064697,0.15952778741917786,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
53,-0.07664087728183526,0.15964974104317534,-0.09100878835786193,-0.04076445913178886,-0.039007377307008734,-0.03822867980930763,-0.03559773178314288,-0.033257331349021285,-0.03353719602889331,-0.033107995897701976,-0.05008284527887414,-0.044069037905700714,0.14843110059913064,0.13237346687683244,0.45333860370395007,0.018819969800248457,1,1,1,0,1,0
54,-0.06498532283315667,0.15964974104317534,-0.07277417552803761,-0.022113127319219456,-0.02285899982082066,-0.02284781537499556,-0.018322773434058828,-0.016237128598463383,-0.016943592668506563,-0.01666243264123811,-0.018969612340735936,-0.024018896018618868,0.16419109921789266,0.15884892940561923,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
55,-0.07288739364582011,0.15964974104317534,-0.09100878835786193,-0.04414026579469735,-0.040047865547098174,-0.03859025528425529,-0.03649126411154378,-0.033587820722818525,-0.03413134039473836,-0.033636702669060374,-0.05008284527887414,-0.044069037905700714,0.14023590131737443,0.12422717071412882,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
56,-0.07288739364582011,-0.882903057306593,-0.09100878835786193,-0.044393451294415485,-0.04029758272471964,-0.03870150927654688,-0.03649126411154378,-0.033918310096615764,-0.034216218161287656,-0.033859316046474436,-0.05008284527887414,-0.04090322602879306,0.11817190325110762,0.10589800434804567,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
57,0.02608604328278963,-0.882903057306593,0.48642061791990826,0.8120486990854683,0.6021414762361028,0.5181803491389979,0.5338802055176968,0.39621360990049315,0.3322011000320095,0.35935938848329013,0.7176960106099517,0.7990921919773728,0.12321510280911147,0.11268658448363202,-0.0240849828538751,0.018819969800248457,1,1,1,0,1,0
58,-0.07288739364582011,-0.882903057306593,-0.09100878835786193,-0.04414026579469735,-0.04058891943194468,-0.03928559273607772,-0.03678910822101074,-0.03433142181386231,-0.03472548476058341,-0.034193236112595525,-0.051040175523124544,-0.03035051977243419,0.11691110336160665,0.10114599825313521,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
59,-0.06083673565650835,-0.882903057306593,-0.08037193087379774,-0.017893368990583844,-0.017240363324337694,-0.016478524316302135,-0.017727085215124897,-0.01508041579017304,-0.01426994302220384,-0.014575432227981274,-0.013704295997358703,-0.03035051977243419,0.1377143015383725,0.12286945468701155,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
60,-0.05965142503460883,0.15964974104317534,0.027516195035996154,0.14406095566245095,0.11494326269662448,0.11613623449527101,0.10051702624326073,0.12116382855773947,0.11359841228430581,0.09712082988952457,0.16292313406684125,0.1996984766161891,0.1667126989968946,0.14934491721579832,0.3207209407712209,0.018819969800248457,1,1,0,0,1,0
61,-0.06676328876600594,-0.882903057306593,-0.09100878835786193,-0.020931594987201485,-0.021069360047866824,-0.020789616517601178,-0.023981811513931188,-0.017724330780550964,-0.018980659065689593,-0.01908335312061604,-0.017533616974360327,-0.022963625392982984,0.1377143015383725,0.12286945468701155,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
62,-0.07110942771297084,0.15964974104317534,-0.0894892372887099,-0.04127083013122513,-0.038632801540576536,-0.03742208836519362,-0.03589557589260984,-0.03218324088418025,-0.0324337850637525,-0.031299262206212715,-0.04290286844699609,-0.041958496654428946,0.1629302993283917,0.14866605920223971,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
63,-0.0730849454161367,0.15964974104317534,-0.08645013515040585,0.0079315519806661,0.003402923359036753,0.0033524998096734642,-0.01087667069738467,-0.0032654206769216817,0.0013900049061406875,0.0020649177337198946,0.0480435047567925,-0.03140579039807008,0.14906150054388112,0.13984090502597743,0.21462681042503748,0.018819969800248457,1,1,0,0,1,0
64,-0.06992411709107133,0.15964974104317534,-0.09100878835786193,-0.00455893267209531,-0.010331521410143827,-0.012389940099586268,-0.011472358916318603,-0.012188633769447182,-0.014651892971675658,-0.012933658569552564,-0.008438979653981467,-0.0029134835059011354,0.17364709838914985,0.1656375095412056,0.08200914749230827,0.018819969800248457,1,1,1,0,1,0
65,-0.07268984187550352,0.15964974104317534,-0.09100878835786193,-0.03992050746606174,-0.03771717188929783,-0.03681019140758988,-0.03261929068847321,-0.030448171671744736,-0.03137281298188634,-0.031048822156621896,-0.04577485917974731,-0.03984795540315717,0.14086630126212488,0.12694260276836336,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
66,0.01265252290126176,-0.36162665813170886,-0.06365686911312544,0.1699702718002736,0.1465741051953434,0.13535536166364287,0.1210682697964814,0.10125184378645571,0.10320088588201744,0.10605319165826382,0.023152918406281937,0.06884491903733916,0.16419109921789266,0.1466294851615638,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
67,-0.06320735690030739,-0.882903057306593,-0.09100878835786193,-0.006246836003549555,-0.007751110574722021,-0.007828526415631152,-0.009089606040582872,-0.006239825041096848,-0.007819232764457585,-0.00828660431603401,-0.001259002822103421,0.01186030525300128,0.1377143015383725,0.12286945468701155,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
68,-0.07288739364582011,-0.882903057306593,-0.09100878835786193,-0.045068612626997184,-0.041129973316791184,-0.03964716821102538,-0.03678910822101074,-0.03433142181386231,-0.03472548476058341,-0.034221062784772285,-0.051040175523124544,-0.044069037905700714,0.1572566998256374,0.1445929111208879,-0.05060851544042094,0.018819969800248457,1,0,0,0,1,0
69,-0.014016966091477392,-0.882903057306593,-0.015031234900260593,0.17891615945698106,0.1317575526564698,0.11761034989313456,0.14459795444437173,0.11777631247631774,0.11338621786793257,0.11454032667217495,0.13420322673932908,0.0498500477758932,0.1503223004333821,0.13101575084971517,-0.0240849828538751,0.018819969800248457,1,1,0,0,1,0
70,-0.07110942771297084,0.15964974104317534,-0.08493058408125383,-0.021353570820065046,-0.023733009942495786,-0.02501726822468153,-0.02636456438966692,-0.023012160761306816,-0.022503086377485243,-0.02200515369917561,-0.025192258928363576,-0.015576731013531776,0.17175589855489842,0.1622432194734124,0.05548561490576243,0.018819969800248457,1,1,1,0,1,0
71,-0.03456235020440237,0.15964974104317534,-0.09100878835786193,0.07122792691020027,0.048435254390107624,0.04574027087276857,0.06775417420189445,0.05457021973759545,0.04429571589680821,0.039964845238464025,0.11936460795344778,-0.007134566008444683,0.16419109921789266,0.15884892940561923,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
72,-0.07288739364582011,0.8546849399430209,-0.09100878835786193,-0.045490588459860745,-0.041296451435205495,-0.039702795207171175,-0.03678910822101074,-0.034248799470413004,-0.03459816811075947,-0.03413758276824201,-0.051040175523124544,-0.044069037905700714,0.1629302993283917,0.15477578132426742,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
73,-0.07288739364582011,-0.5353854578566702,-0.09100878835786193,-0.04523740296014261,-0.04108835378718761,-0.039619354712952484,-0.03678910822101074,-0.03433142181386231,-0.03472548476058341,-0.034221062784772285,-0.051040175523124544,-0.041958496654428946,0.16103909949414028,0.14595062714800516,-0.05060851544042094,0.018819969800248457,1,0,1,0,1,0
74,-0.054119975465744416,0.15964974104317534,-0.008953030623652486,-0.018737320656310966,-0.0231503365280457,-0.024572252255515178,-0.0150464882299222,-0.020698735144726133,-0.02458259165794292,-0.022422553781826976,-0.008438979653981467,-0.034571602274977735,0.16860389883114602,0.15613349735138468,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
75,-0.05925632149397566,0.15964974104317534,-0.06365686911312544,-0.014855142993966203,-0.01749008050195916,-0.016840099791249796,-0.014748644120455233,-0.014336814699129247,-0.014185065255654546,-0.01513196567151643,-0.025192258928363576,-0.03246106102370597,0.1660822990521441,0.15206034927003287,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
76,-0.0730849454161367,0.15964974104317534,-0.09100878835786193,-0.04489982229385176,-0.04088025613916972,-0.03931340623415062,-0.03529988767367591,-0.033587820722818525,-0.03413134039473836,-0.03377583602994416,-0.05056151040099934,-0.044069037905700714,0.14023590131737443,0.12422717071412882,-0.0240849828538751,0.018819969800248457,1,1,1,0,1,0
77,-0.07051677240202107,-0.882903057306593,-0.09100878835786193,-0.030552643976490677,-0.033971414224975856,-0.029856816889365617,-0.03172575836007231,-0.030282926984846116,-0.03001476871709766,-0.03046446204090998,-0.048168184790373325,0.144824404083123,0.1629302993283917,0.14866605920223971,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
78,-0.07189963479423718,-0.882903057306593,-0.09100878835786193,-0.04414026579469735,-0.040505680372737524,-0.03911871174764034,-0.03500204356420894,-0.0334225760359199,-0.033579634912167956,-0.03313582256987873,-0.048168184790373325,-0.041958496654428946,0.11754150330635714,0.10114599825313521,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
79,-0.07249229010518694,0.15964974104317534,-0.09100878835786193,-0.04338070929554294,-0.03938195307344093,-0.03797835832665156,-0.03619342000207681,-0.03309208666212266,-0.033282562729245437,-0.032662769142873846,-0.05056151040099934,-0.038792684777521284,0.14969190048863162,0.1466294851615638,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
80,-0.07288739364582011,-0.882903057306593,-0.09100878835786193,-0.04371828996183379,-0.039964626487891015,-0.038534628288109496,-0.03529988767367591,-0.03317470900557197,-0.03379182932854119,-0.03335843594729279,-0.051040175523124544,-0.03246106102370597,0.1251063026433629,0.11268658448363202,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
81,-0.04009379977326678,-0.882903057306593,-0.06365686911312544,0.0389889732794242,0.029123792654047655,0.025937060244865872,0.02069480490611376,0.017555409872304487,0.02125140227867521,0.02090357479738493,0.02650357426115836,-0.003968754131537022,0.1377143015383725,0.12286945468701155,-0.05060851544042094,0.018819969800248457,1,1,1,0,1,0
82,-0.07644332551151867,0.15964974104317534,0.001683826860411701,0.10490159837271246,0.0671640427117175,0.05775570204026009,0.012950858059972635,0.04151588947260444,0.03809963893870984,0.030475950026189615,0.0930380262365616,-0.029295249146798305,0.16797349888639554,0.15817007139206057,1.142950450954142,0.018819969800248457,1,1,1,0,1,0
83,-0.07387515249740305,0.15964974104317534,-0.09100878835786193,-0.04338070929554294,-0.039631670251062394,-0.038173052813161835,-0.03678910822101074,-0.033587820722818525,-0.03404646262818907,-0.033636702669060374,-0.051040175523124544,-0.03668214352624951,0.1667126989968946,0.14595062714800516,0.08200914749230827,0.018819969800248457,1,1,1,0,1,0
84,-0.07545556665993573,-0.882903057306593,-0.09100878835786193,0.021012802799436497,0.011019297276491438,0.010361501324043522,0.0016327819002279152,0.01887736736749345,-0.0017504724561831473,-0.012571911831254712,-0.009396309898231875,0.010805034627365392,0.1629302993283917,0.14866605920223971,0.37376800594431253,0.018819969800248457,1,1,1,0,1,0
85,-0.07189963479423718,0.15964974104317534,-0.09100878835786193,-0.035616353970853415,-0.033971414224975856,-0.033194436658113266,-0.03142791425060535,-0.02896096948965715,-0.02967525765090049,-0.02935139515383967,-0.03668022185936845,-0.034571602274977735,0.17616869816815175,0.16495865152764694,-0.0240849828538751,0.018819969800248457,1,1,1,0,1,0
